age;class_worker;education;wage_per_hour;hs_college;marital_stat;major_ind_code;major_occ_code;race;hisp_origin;sex;union_member;unemp_reason;tax_filer_stat;region_prev_res;state_prev_res;det_hh_fam_stat;det_hh_summ;mig_same;num_emp;fam_under_18;country_father;country_mother;country_self;citizenship;own_or_self;weeks_worked;year;sampling_weight
49; Private; Doctorate degree(PhD EdD);0; Not in universe; Divorced; Manufacturing-nondurable goods; Executive admin and managerial; White; All other; Male; Not in universe; Not in universe; Head of household; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;328036
26; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Female; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;5; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;330296
34; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;330296
36; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; Poland; Poland; ?; Foreign born- U S citizen by naturalization;0;50;94;333613
61; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;2; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;334242
62; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Nonfiler; Not in universe; Not in universe; Householder; Householder; Yes;0; Not in universe; Cuba; Cuba; Cuba; Foreign born- Not a citizen of U S ;0;0;94;334688
35; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Construction; Technicians and related support; White; All other; Female; Not in universe; Other job loser; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; ?; ?; ?; Foreign born- Not a citizen of U S ;0;20;94;337272
31; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-durable goods; Sales; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;1; Not in universe; ?; ?; ?; Foreign born- Not a citizen of U S ;0;52;94;337272
37; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Agriculture; Professional specialty; White; All other; Female; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;51;94;337546
44; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Female; Yes; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;5; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;339262
46; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;2; Not in universe; United-States; ?; United-States; Native- Born in the United States;0;52;94;340969
36; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Never married; Other professional services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;1; Not in universe; ?; ?; ?; Native- Born abroad of American Parent(s);0;52;94;342344
34; Federal government; Doctorate degree(PhD EdD);0; Not in universe; Never married; Hospital services; Professional specialty; White; All other; Female; No; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;342681
34; Private; Doctorate degree(PhD EdD);0; Not in universe; Never married; Business and repair services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;4; Not in universe; China; United-States; United-States; Native- Born in the United States;0;52;94;343139
46; Private; Doctorate degree(PhD EdD);9999; Not in universe; Never married; Other professional services; Professional specialty; White; All other; Male; No; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;3; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;343401
36; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; West; California; Householder; Householder; No;1; Not in universe; ?; United-States; United-States; Native- Born in the United States;0;51;94;345031
46; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Agriculture; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;347792
81; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Nonfiler; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;1;94;351578
64; State government; Doctorate degree(PhD EdD);0; Not in universe; Widowed; Education; Professional specialty; Black; All other; Male; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;5; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;351692
43; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Female; Yes; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;2; Not in universe; United-States; Germany; United-States; Native- Born in the United States;0;46;94;353092
31; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; White; All other; Female; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;353417
51; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-spouse absent; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;5; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;355454
